,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,BedroomRatio,AvgRoomSize,GarageScore,OverallScore,ExterScore,BsmtScore1,BsmtScore2,KitchenScore,FireplaceScore,PoolScore,BsmtFin1Score,BsmtFin2Score,TotFlrSF,TotBath,TotBsmtBath,TotCombBath,TotSF
842,80,RL,82.0,9020,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,3,3,CBlock,3,3,4,3,312,5,539,276,1127,GasA,3,Y,SBrkr,1165,0,0,1165,1,0,1,1,3,1,3,6,8,0,0,Attchd,1966.0,2,2,490,4,4,2,0,129,0,0,0,0,0,4,none,0,5,2008,WD,Normal,12.071975378543236,0.5,194.16666666666666,16,42,9,9,36,3,0,0,936,936,1165,1.5,1.0,2.5,2292
843,90,RL,80.0,8000,2,0,4,4,4,Corner,3,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,1800,1800,GasA,5,N,SBrkr,1800,0,0,1800,0,0,2,0,6,2,3,10,8,0,0,none,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,none,0,7,2007,WD,Normal,11.856522261533737,0.6,180.0,0,20,9,9,9,6,0,0,0,0,1800,2.0,0.0,2.0,3600
844,50,RM,100.0,12665,2,1,3,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,2,1,0,1,0,876,876,GasA,4,Y,SBrkr,876,540,0,1416,0,0,1,1,4,1,3,7,8,1,4,Detchd,1949.0,1,3,720,3,3,2,418,0,194,0,0,0,0,0,none,0,6,2008,WD,Normal,11.944064817531656,0.5714285714285714,202.28571428571428,9,40,9,9,18,3,4,0,0,0,1416,1.5,0.0,1.5,2292
845,85,RL,69.0,16647,2,0,3,4,4,CulDSac,3,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1390,1,0,0,1390,GasA,3,Y,SBrkr,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,3,Basment,1975.0,3,2,611,3,3,2,0,0,0,0,0,0,0,0,none,0,1,2007,WD,Normal,12.049424683420915,0.5,283.5,9,25,9,12,48,3,6,0,6950,6950,1701,2.0,1.0,3.0,3091
846,60,RL,75.0,9317,2,0,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,4,3,PConc,4,3,1,5,513,1,0,227,740,GasA,5,Y,SBrkr,1006,769,0,1775,1,0,2,1,3,1,4,7,8,1,3,Attchd,1993.0,1,2,425,3,3,2,234,72,192,0,0,0,0,0,none,0,7,2009,WD,Normal,12.269052139516223,0.42857142857142855,253.57142857142858,9,35,12,12,12,4,3,0,2565,2565,1775,2.5,1.0,3.5,2515
847,20,RL,36.0,15523,2,0,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,3,4,460,1,0,404,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,5,8,1,2,Attchd,1972.0,1,1,338,3,3,2,0,0,0,0,0,0,0,0,none,0,8,2009,WD,Normal,11.80186424743109,0.6,172.8,9,30,9,9,27,3,2,0,1840,1840,864,1.0,1.0,2.0,1728
848,50,RL,75.0,45600,2,0,2,3,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0,1,0,907,907,GasA,3,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,3,10,8,1,4,Detchd,1908.0,1,2,360,2,3,2,486,40,0,0,175,0,0,0,none,0,9,2008,WD,Normal,12.388398368982115,0.5,235.8,6,48,9,9,9,3,4,0,0,0,2358,3.0,0.0,3.0,3265
849,80,RL,80.0,9600,2,0,4,4,4,FR2,3,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3,3,1,1,0,1,0,528,528,GasA,5,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,3,7,8,1,3,Attchd,1976.0,2,2,512,3,3,2,113,100,0,0,0,0,0,0,none,0,8,2007,WD,Normal,12.138869243416009,0.42857142857142855,265.0,9,42,16,9,9,3,3,0,0,0,1855,2.5,0.0,2.5,2383
850,120,RM,36.0,4435,2,0,4,4,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,3,PConc,4,3,3,6,659,1,0,189,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,8,0,0,Attchd,2003.0,3,2,420,3,3,2,140,0,0,0,0,0,0,0,none,0,11,2007,WD,Normal,11.78676973513378,0.3333333333333333,282.6666666666667,9,30,12,12,36,4,0,0,3954,3954,848,1.0,1.0,2.0,1696
851,120,RL,69.0,3196,2,0,4,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,4,1,0,1,0,1273,1273,GasA,5,Y,SBrkr,1456,0,0,1456,0,0,2,0,2,1,4,7,8,1,3,Attchd,2003.0,3,2,400,3,3,2,143,20,0,0,0,0,0,0,none,0,5,2006,WD,Normal,12.278397958261774,0.2857142857142857,208.0,9,40,12,12,48,4,3,0,0,0,1456,2.0,0.0,2.0,2729
852,75,RL,53.0,7128,2,0,4,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,3,364,1,0,554,918,GasA,4,Y,SBrkr,918,728,0,1646,0,0,2,0,4,1,3,7,8,2,4,Detchd,1941.0,1,1,240,3,3,2,0,0,0,0,126,0,0,3,none,0,8,2007,WD,Normal,12.00762780434872,0.5714285714285714,235.14285714285714,9,35,12,9,9,3,8,0,1092,1092,1646,2.0,0.0,2.0,2564
853,80,RL,69.0,12095,2,0,3,4,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,3,4,CBlock,3,3,4,3,564,1,0,563,1127,GasA,3,Y,SBrkr,1445,0,0,1445,0,0,1,1,3,1,3,7,8,1,2,Attchd,1964.0,2,2,645,3,3,2,180,0,0,0,0,0,0,3,none,0,8,2009,WD,Normal,11.970356641102999,0.42857142857142855,206.42857142857142,9,36,12,9,36,3,2,0,1692,1692,1445,1.5,0.0,1.5,2572
854,20,RL,102.0,17920,2,0,4,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,2,5,306,3,1085,372,1763,GasA,3,Y,SBrkr,1779,0,0,1779,1,0,1,1,3,1,3,6,8,1,4,Attchd,1955.0,1,2,454,3,3,2,0,418,0,0,312,0,0,0,none,0,7,2006,WD,Abnorml,12.04355959836804,0.5,296.5,9,20,9,9,18,3,4,0,1530,1530,1779,1.5,1.0,2.5,3542
855,20,RL,69.0,6897,2,0,3,4,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,1,5,659,1,0,381,1040,GasA,5,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,0,Detchd,1962.0,1,1,260,3,3,2,0,104,0,0,0,0,0,0,none,0,4,2010,WD,Normal,11.751950239425476,0.5,173.33333333333334,9,40,12,9,9,3,0,0,3295,3295,1040,1.5,1.0,2.5,2080
856,80,RL,69.0,10970,2,0,3,1,4,Inside,2,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,3,3,CBlock,4,4,4,6,505,2,435,0,940,GasA,3,Y,SBrkr,1026,0,0,1026,1,0,1,0,3,1,3,5,8,0,0,Detchd,1981.0,1,2,576,3,2,2,0,0,34,0,0,0,0,3,none,0,10,2008,WD,Normal,11.898194668458823,0.6,205.2,6,36,9,16,64,3,0,0,3030,3030,1026,1.0,1.0,2.0,1966
857,60,RL,65.0,8125,2,0,4,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,1,0,1,0,702,702,GasA,4,Y,SBrkr,702,779,0,1481,0,0,2,1,3,1,3,6,8,1,3,Attchd,1994.0,3,2,343,3,3,2,0,36,0,0,0,0,0,0,none,0,3,2009,WD,Normal,12.066816325306588,0.5,246.83333333333334,9,30,9,12,12,3,3,0,0,0,1481,2.5,0.0,2.5,2183
858,20,RL,80.0,10400,2,0,4,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,1,1,0,1,0,1090,1090,GasA,3,Y,SBrkr,1370,0,0,1370,0,0,2,0,3,1,3,6,8,1,3,Attchd,1976.0,2,2,479,3,3,2,0,0,0,0,0,0,0,3,none,0,6,2009,WD,Family,11.931642378754141,0.5,228.33333333333334,9,35,9,12,12,3,3,0,0,0,1370,2.0,0.0,2.0,2460
859,60,RL,69.0,11029,2,0,3,4,4,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,3,3,CBlock,3,3,2,4,619,1,0,435,1054,GasA,3,Y,SBrkr,1512,1142,0,2654,1,0,2,1,4,1,4,9,8,1,4,Attchd,1968.0,1,2,619,3,3,2,0,65,0,0,222,0,0,0,none,0,8,2006,WD,Normal,12.429220196836383,0.4444444444444444,294.8888888888889,9,42,9,9,18,4,4,0,2476,2476,2654,2.5,1.0,3.5,3708
860,50,RL,55.0,7642,2,0,4,4,4,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,BrkTil,3,3,1,1,0,1,0,912,912,GasA,4,Y,SBrkr,912,514,0,1426,0,0,1,1,3,1,4,7,8,1,4,Detchd,1925.0,1,1,216,3,3,2,0,240,0,0,0,0,0,4,none,0,6,2007,WD,Normal,12.154521423145216,0.42857142857142855,203.71428571428572,9,56,12,9,9,4,4,0,0,0,1426,1.5,0.0,1.5,2338
861,190,RL,75.0,11625,2,0,4,4,4,Inside,3,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,3,3,PConc,3,3,2,4,841,1,0,198,1039,GasA,5,Y,SBrkr,1039,0,0,1039,1,0,1,1,3,1,3,6,8,0,0,Attchd,1965.0,1,2,504,3,3,2,0,0,0,0,0,0,0,0,none,0,4,2010,WD,Normal,11.78676973513378,0.5,173.16666666666666,9,20,9,9,18,3,0,0,3364,3364,1039,1.5,1.0,2.5,2078
862,20,RL,81.0,9672,2,0,4,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,6,338,1,0,702,1040,GasA,3,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,0,Attchd,1986.0,1,2,480,3,3,2,0,0,0,0,0,0,0,4,none,0,5,2010,WD,Normal,11.931642378754141,0.5,182.83333333333334,9,30,9,12,12,3,0,0,2028,2028,1097,2.0,0.0,2.0,2137
863,20,RL,70.0,7931,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1148,1,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,1,1,672,3,3,2,0,0,0,0,0,0,0,4,none,0,7,2009,WD,Normal,11.794345471549745,0.5,191.33333333333334,9,25,9,9,9,3,0,0,4592,4592,1148,1.0,1.0,2.0,2296
864,20,FV,72.0,8640,2,0,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1372,1372,GasA,5,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,8,0,0,Attchd,2008.0,3,2,529,3,3,2,0,140,0,0,0,0,0,0,none,0,5,2008,New,Partial,12.43153750053306,0.5,228.66666666666666,9,35,12,15,15,4,0,0,0,0,1372,2.0,0.0,2.0,2744
865,20,RL,69.0,8750,2,0,3,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828,1,0,174,1002,GasA,3,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,0,Detchd,1973.0,1,2,902,3,3,2,0,0,0,0,0,0,0,3,none,0,8,2009,WD,Normal,11.908346971208951,0.6,200.4,9,30,9,9,9,3,0,0,3312,3312,1002,1.0,1.0,2.0,2004
866,20,RL,67.0,10656,2,0,3,2,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0,1,0,1638,1638,GasA,5,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,8,1,4,Attchd,2007.0,2,3,870,3,3,2,192,80,0,0,0,0,0,0,none,0,11,2007,New,Partial,12.424810506025395,0.5,274.3333333333333,9,40,12,12,36,4,4,0,0,0,1646,2.0,0.0,2.0,3284
867,20,RL,85.0,6970,2,0,4,4,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932,1,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,8,0,0,Attchd,1961.0,2,2,544,3,3,2,168,0,0,0,0,0,0,0,Shed,400,5,2007,WD,Normal,11.767575435251748,0.6,224.0,9,20,9,9,9,2,0,0,4660,4660,1120,1.5,1.0,2.5,2160
868,60,RL,69.0,14762,2,0,2,4,4,Corner,3,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,8,1,3,Attchd,1979.0,1,2,672,3,3,1,120,144,0,0,0,0,0,0,none,0,5,2006,WD,Normal,12.037659911047468,0.2857142857142857,331.42857142857144,9,30,9,0,0,3,3,0,0,0,2267,2.0,0.0,2.0,2320
869,60,RL,80.0,9938,2,0,4,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750,1,0,300,1050,GasA,5,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,8,1,3,Attchd,1993.0,3,2,574,3,3,2,156,90,0,0,0,0,0,4,none,0,6,2010,WD,Normal,12.371591321286905,0.375,243.625,9,35,12,12,12,4,3,0,4500,4500,1949,2.5,1.0,3.5,2999
870,20,RL,60.0,6600,2,0,4,4,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,894,894,GasA,4,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,8,0,0,Detchd,1962.0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,none,0,8,2009,WD,Normal,11.603688960617083,0.4,178.8,9,25,9,9,9,3,0,0,0,0,894,1.0,0.0,1.0,1788
871,60,RL,70.0,8750,2,0,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,1,6,505,1,0,299,804,GasA,5,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,8,0,0,Attchd,1998.0,2,2,523,3,3,2,0,77,0,0,0,0,0,0,none,0,6,2010,WD,Normal,12.208574513247495,0.42857142857142855,240.28571428571428,9,30,9,12,12,4,0,0,3030,3030,1682,2.5,0.0,2.5,2486
872,20,RL,74.0,8892,2,0,4,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3,3,3,1,0,1,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,8,0,0,Attchd,1953.0,1,2,414,3,3,2,196,0,150,0,0,0,0,2,none,0,10,2008,WD,Normal,11.661354090741,0.6,182.0,9,35,12,9,27,4,0,0,0,0,910,1.0,0.0,1.0,1015
873,40,RL,60.0,12144,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375,1,0,457,832,GasA,4,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,8,1,4,Attchd,1949.0,1,1,288,3,3,2,0,28,0,0,0,0,0,0,Othr,0,9,2009,WD,Normal,11.798111925972618,0.5,211.33333333333334,9,35,12,9,9,3,4,0,1125,1125,1036,1.0,0.0,1.0,2100
874,50,RM,52.0,5720,2,0,4,4,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,8,0,0,Detchd,1941.0,1,1,200,3,3,2,26,0,0,0,0,0,0,0,none,0,8,2009,WD,Abnorml,11.104972264124868,0.6,226.2,9,30,9,9,9,3,0,0,0,0,1131,1.5,0.0,1.5,1807
875,60,FV,75.0,9000,2,0,4,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,6,64,1,0,1120,1184,GasA,5,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,8,1,4,BuiltIn,2007.0,3,2,550,3,3,2,208,364,0,0,0,0,0,0,none,0,8,2007,New,Partial,12.623064399210183,0.36363636363636365,237.27272727272728,9,40,12,12,36,5,4,0,384,384,2610,2.5,0.0,2.5,3794
876,20,RL,94.0,25286,2,0,4,2,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,4,5,633,1,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,8,0,0,Attchd,1963.0,1,2,648,3,3,2,0,0,0,0,0,0,0,0,none,0,1,2007,WD,Normal,11.792456911128632,0.6,208.0,9,20,9,9,36,3,0,0,3165,3165,1040,1.0,1.0,2.0,2104
877,60,RL,74.0,8834,2,0,4,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,1,6,1170,1,0,292,1462,GasA,5,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,8,1,4,Attchd,2004.0,3,3,738,3,3,2,184,0,0,0,0,0,0,0,none,0,6,2009,WD,Normal,12.765691290604371,0.4,222.4,9,45,12,15,15,5,4,0,7020,7020,2224,2.5,1.0,3.5,3686
878,85,RL,88.0,11782,2,0,3,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899,1,0,210,1109,GasA,3,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,0,Detchd,1987.0,1,2,576,3,3,2,192,0,0,0,0,0,0,3,Shed,400,6,2010,WD,Normal,11.904974309480181,0.5,192.5,9,35,9,9,27,4,0,0,4495,4495,1155,1.0,1.0,2.0,2264
879,20,RL,69.0,7000,2,0,3,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,1,5,646,1,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,8,0,0,Attchd,1978.0,1,1,336,3,3,2,0,0,0,0,0,0,0,2,none,0,7,2009,WD,Normal,11.824087219587643,0.5,144.0,9,40,16,9,9,3,0,0,3230,3230,864,1.0,1.0,2.0,1728
880,20,RL,60.0,7024,2,0,4,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,1,5,980,1,0,110,1090,GasA,4,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,8,0,0,Attchd,2005.0,3,2,450,3,3,2,0,49,0,0,0,0,0,0,none,0,6,2007,WD,Normal,11.964007453736912,0.4,218.0,9,25,9,20,20,3,0,0,4900,4900,1090,1.5,1.0,2.5,2180
881,50,RL,44.0,13758,2,0,3,4,4,CulDSac,3,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,2,2,902,1,0,254,1156,GasA,5,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,7,8,1,3,Attchd,1990.0,2,2,400,3,3,2,168,36,0,0,0,0,0,0,none,0,4,2007,WD,Normal,12.141539457711714,0.42857142857142855,245.28571428571428,9,35,16,12,24,4,3,0,1804,1804,1717,2.5,0.0,2.5,2873
882,60,RL,69.0,9636,2,0,3,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,808,808,GasA,4,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,1993.0,2,2,389,3,3,2,342,40,0,0,0,0,0,3,none,0,12,2009,WD,Normal,12.08954444723597,0.42857142857142855,227.57142857142858,9,30,9,12,12,3,3,0,0,0,1593,2.5,0.0,2.5,2401
883,75,RL,60.0,6204,2,0,4,3,4,Inside,3,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,2,1,1,0,1,0,795,795,GasA,3,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,8,0,0,Detchd,1997.0,1,1,440,3,4,2,0,188,0,0,0,0,0,0,none,0,3,2006,WD,Normal,11.682676678340282,0.5,223.0,12,20,12,6,6,3,0,0,0,0,1749,1.0,1.0,2.0,3025
884,20,RL,65.0,7150,2,0,4,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,4,432,1,0,460,892,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,8,0,0,Attchd,1967.0,2,1,288,3,3,2,0,0,0,0,0,0,0,2,none,0,7,2009,WD,Normal,11.51293546492023,0.6,178.4,9,25,9,9,9,3,0,0,1728,1728,892,1.0,0.0,1.0,1784
885,120,FV,50.0,5119,2,0,3,4,4,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238,1,0,460,1698,GasA,5,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,8,1,3,Attchd,1999.0,3,2,506,3,3,2,97,65,0,0,0,0,0,0,none,0,1,2008,CWD,Abnorml,12.70351207261035,0.4,341.8,9,45,12,15,45,4,3,0,7428,7428,1709,2.0,1.0,3.0,3407
886,90,RL,70.0,8393,2,0,4,4,4,Corner,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,1,2,528,1,0,1098,1626,GasA,5,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,8,0,0,Attchd,2005.0,3,2,588,3,3,2,272,54,0,0,0,0,0,0,none,0,6,2006,WD,Family,11.884495917930655,0.5,214.0,9,25,9,9,9,6,0,0,1056,1056,1712,2.0,0.0,2.0,3338
887,50,RL,59.0,16466,2,0,3,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,1,0,1,0,816,816,GasA,3,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,8,0,0,Attchd,1955.0,1,1,300,3,3,2,121,0,0,0,265,0,0,0,none,0,4,2008,WD,Normal,11.816734299348461,0.375,174.125,9,35,12,9,9,3,0,0,0,0,1393,1.5,0.0,1.5,2209
888,20,RL,95.0,15865,2,0,3,4,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351,3,823,1043,2217,GasA,5,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,8,8,1,3,Attchd,1970.0,1,2,621,3,3,2,81,207,0,0,224,0,0,0,none,0,10,2007,WD,Normal,12.498745990829315,0.5,277.125,9,48,16,12,48,4,3,0,1755,1755,2217,2.0,1.0,3.0,4434
